Academic/Precision Medicine,Tier 1B,Cedars-Sinai Cancer (Angeles Clinic),Dr. Navid Hafez,Dr. Navid Hafez,Director,cancer.trial.info@cshs.org,,(310) 423-3277,,Los Angeles,CA,USA,cedars-sinai.org,https://cedars-sinai.org,"Precision Medicine",Angeles Clinic Thoracic Oncology Translational Research Dr. Omid Hamid (Immuno-Oncology),5,Yes,Unknown,Unknown,Thoracic Oncology Translational Research,Pending,,,,,,"Dr. Omid Hamid (Immuno-Oncology)",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,Sidney Kimmel Cancer Center (Jefferson),Dr. Jennifer M. Johnson,Dr. Jennifer M. Johnson,Co-Director Precision Medicine Initiative,Contact via form at jefferson.edu,,(215) 955-8874,,Philadelphia,PA,USA,jefferson.edu,https://jefferson.edu,"Precision Medicine",Co-Director Precision Medicine Initiative Molecular Tumor Board Caris POA member,5,Yes,Caris POA,Unknown,Molecular Tumor Board Caris POA,Pending,,,,,,"Caris POA member",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Winship Cancer Institute (Emory),Leadership team,Leadership team,Leadership,Contact via form at winshipcancer.emory.edu,,(404) 778-5000,,Atlanta,GA,USA,winshipcancer.emory.edu,https://winshipcancer.emory.edu,"Comprehensive Cancer",NCI comprehensive designation Cancer Immunology Precision Medicine Caris POA member,5,Yes,Caris POA,Unknown,Cancer Immunology Precision Medicine Caris POA,Pending,,,,,,"Caris POA member",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Fox Chase Cancer Center,Leadership team,Leadership team,Leadership,partners@fccc.edu,,(215) 728-6900,,Philadelphia,PA,USA,foxchase.org,https://foxchase.org,"Precision Medicine",Caris COE Cancer-Code genomic sequencing 7000+ colorectal cancer profiles,5,Yes,Caris COE,7000+,Caris COE Cancer-Code genomic sequencing,Pending,,,,,,"Caris COE 7000+ colorectal cancer profiles",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,OSU Comprehensive Cancer Center (James),Leadership team,Leadership team,Leadership,jamesline@osumc.edu,,(614) 293-5066,,Columbus,OH,USA,cancer.osu.edu,https://cancer.osu.edu,"Precision Medicine",Caris POA member James Diagnostic Center immuno-oncology translational genomics clinical trials,5,Yes,Caris POA,Unknown,Caris POA James Diagnostic Center immuno-oncology,Pending,,,,,,"Caris POA member",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,Huntsman Cancer Institute,Dr. Cornelia Ulrich,Dr. Cornelia Ulrich,Director,Contact via form at huntsmancancer.org,,(801) 213-5700,,Salt Lake City,UT,USA,huntsmancancer.org,https://huntsmancancer.org,"Comprehensive Cancer",NCI comprehensive Caris POA 5000+ precision medicine patients digital twin research,5,Yes,Caris POA,5000+,NCI comprehensive Caris POA digital twin research,Pending,,,,,,"Caris POA 5000+ precision medicine patients",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Perlmutter Cancer Center (NYU),Dr. Shridar Ganesan,Dr. Shridar Ganesan,Director,Contact via form at nyulangone.org,,(212) 263-2255,,New York,NY,USA,nyulangone.org,https://nyulangone.org,"Comprehensive Cancer",NCI comprehensive Center for Molecular Oncology Tempus collaboration AI-assisted diagnostics,5,Yes,Unknown,Unknown,Center for Molecular Oncology Tempus collaboration,Pending,,,,,,"Tempus collaboration",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Herbert Irving Cancer Center (Columbia),Leadership team,Leadership team,Leadership,Contact via form at cancer.columbia.edu,,(212) 305-5098,,New York,NY,USA,cancer.columbia.edu,https://cancer.columbia.edu,"Comprehensive Cancer",NCI comprehensive Caris POA Center for Precision Cancer Medicine OncoLoop molecular tumor board,5,Yes,Caris POA,Unknown,Caris POA Center for Precision Cancer Medicine OncoLoop,Pending,,,,,,"Caris POA member",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Jonsson Cancer Center (UCLA),Leadership team,Leadership team,Leadership,Contact via form at uclahealth.org,,(310) 825-5268,,Los Angeles,CA,USA,uclahealth.org,https://uclahealth.org/cancer,"Comprehensive Cancer",NCI comprehensive cost-effective early detection (cfDNA) precision diagnostics Herceptin/Gleevec origins,5,Yes,Unknown,Unknown,Cost-effective early detection (cfDNA) precision diagnostics,Pending,,,,,,"Herceptin/Gleevec origins",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Moffitt Integrative Medicine Program,Leadership team,Leadership team,Leadership,Contact via form at moffitt.org,,(813) 745-3980,,Tampa,FL,USA,moffitt.org,https://moffitt.org,"Integrative Medicine",Healing & wellness services massage/yoga supportive care mathematical oncology evolutionary biology,5,Yes,Unknown,Unknown,Healing & wellness services mathematical oncology evolutionary biology,Pending,,,,,,"Mathematical oncology evolutionary biology",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Rutgers Cancer Institute (Precision Medicine),Dr. Cheri Coleman,Dr. Cheri Coleman,Research Coordinator,colemacj@cinj.rutgers.edu,,(732) 235-2465,(844) 226-2376,195 Little Albany St,New Brunswick,NJ,USA,cinj.org,https://cinj.org/precision-medicine,"Precision Medicine; Molecular Tumor Board; Genetic Counseling; Personalized Treatment",New patients: (844) 226-2376 Multi-disciplinary tumor board genomic profiling,4,Yes,Unknown,Unknown,Precision medicine molecular tumor board genetic counseling,Pending,,,,,,"Multi-disciplinary tumor board",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,Mayo Clinic Integrative Oncology,Department Team,Department Team,Department Team,flaintegrativemed@mayo.edu,,(904) 953-0951,(507) 538-3270,"Rochester MN; Jacksonville FL; Scottsdale AZ",Multiple,Multiple,USA,mayoclinic.org,https://mayoclinic.org/departments-centers/integrative-oncology,"Integrative Oncology; Symptom Management; Personalized Care Plans",Patient-centered approach collaboration with care team established patients FL/referral MN,4,Yes,Unknown,Unknown,Integrative oncology symptom management personalized care plans,Pending,,,,,,"Patient-centered approach",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,City of Hope Precision Medicine,Leadership team,Leadership team,Leadership,NewPatientreferral@coh.org,,(626) 218-2200,,Duarte,CA,USA,cancercenter.com,https://cancercenter.com/become-a-patient,"Precision Medicine; Genomic Testing; Targeted Therapy; Immunotherapy; Clinical Trials",NCI-designated comprehensive cancer center advanced genomic testing,4,Yes,Unknown,Unknown,Precision medicine genomic testing targeted therapy immunotherapy,Pending,,,,,,"NCI-designated comprehensive cancer center",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,Cleveland Clinic (Center for Immunotherapy & Precision Immuno-Oncology),Dr. Timothy Chan,Dr. Timothy Chan,Director,lri-contact@ccf.org,,Contact form only,,Cleveland,OH,USA,lerner.ccf.org,https://lerner.ccf.org/immunotherapy,"Immunogenomic Profiling; CAR-T Therapy; Precision Immuno-Oncology; Clinical Trials",CITI department immunogenomics cell therapy development precision medicine program,4,Yes,Unknown,Unknown,Immunogenomic profiling CAR-T therapy precision immuno-oncology,Pending,,,,,,"CITI department",Needs Phone,2026-01-01
Academic/Precision Medicine,Tier 2,Stanford Cancer Center (Precision Oncology Group),Dr. Millie Das,Dr. Millie Das,Lung cancer precision oncology,referral@stanfordmed.org,,Contact form only,,Stanford,CA,USA,med.stanford.edu,https://med.stanford.edu/pcpogroup,"Precision Oncology; Molecular Profiling; AI-Based Prediction Models; Targeted Therapy",NGS-driven treatment FDA-approved targeted therapies clinical trial expertise,4,Yes,Unknown,Unknown,Precision oncology molecular profiling AI-based prediction models,Pending,,,,,,"NGS-driven treatment",Needs Phone,2026-01-01
Academic/Precision Medicine,Tier 2,University of Chicago Medicine (Comprehensive Cancer Center),Dr. Walter Stadler,Dr. Walter Stadler,Senior Advisor,Contact via form at uchicagomedicine.org,,(855) 702-8222,,Chicago,IL,USA,uchicagomedicine.org,https://uchicagomedicine.org/cancer/research/precision-medicine,"OncoPlus Panel (1212 genes); Genomic/Molecular Pathology; Clinical Genomics Lab",NCI-designated comprehensive center CLIA-certified facilities precision medicine focus,4,Yes,Unknown,Unknown,OncoPlus panel (1212 genes) genomic/molecular pathology,Pending,,,,,,"CLIA-certified facilities",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Yale Cancer Center (Precision Medicine),Dr. William Oh,Dr. William Oh,Precision Medicine Director,w.oh@yale.edu,,(203) 785-5702,,New Haven,CT,USA,medicine.yale.edu,https://medicine.yale.edu/cancer,"Precision Medicine Tumor Board; Genetic/Molecular Profiling; Clinical Trials Coordination",Smilow Cancer Hospital multi-disciplinary cancer care genetics program,4,Yes,Unknown,Unknown,Precision Medicine Tumor Board genetic/molecular profiling,Pending,,,,,,"Smilow Cancer Hospital",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,Duke Cancer Institute,Dr. Michael B Kastan,Dr. Michael B Kastan,Director,Contact via form at dukecancerinstitute.org,,(919) 660-2100,,Durham,NC,USA,dukecancerinstitute.org,https://dukecancerinstitute.org,"Comprehensive Cancer",NCI comprehensive designation 11 disease sites radiation oncology clinical trials,4,Yes,Unknown,Unknown,NCI comprehensive designation 11 disease sites,Pending,,,,,,"NCI comprehensive designation",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Vanderbilt-Ingram Cancer Center,Leadership team,Leadership team,Leadership,Contact via form at vicc.org,,(615) 322-5000,,Nashville,TN,USA,vicc.org,https://vicc.org,"Precision Oncology",My Cancer Genome resource SMART Precision Cancer Medicine app PI3K testing,4,Yes,Unknown,Unknown,My Cancer Genome resource SMART Precision Cancer Medicine app,Pending,,,,,,"My Cancer Genome resource",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Tisch Cancer Institute (Mount Sinai),Leadership team,Leadership team,Leadership,crsu@mssm.edu,,(212) 659-5600,,New York,NY,USA,mountsinai.org,https://mountsinai.org/cancer,"Precision Oncology",NCI designated Precision Medicine Retreat Immunotherapy Center 300K+ patient visits,4,Yes,Unknown,300000+,NCI designated Precision Medicine Retreat Immunotherapy Center,Pending,,,,,,"300K+ patient visits",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,City of Hope Comprehensive Cancer Center,Dr. Joanne Mortimer,Dr. Joanne Mortimer,Deputy Director,NewPatientreferral@coh.org,,(626) 256-4673,,Duarte,CA,USA,cancercenter.com,https://cancercenter.com,"Precision Medicine",Center for Precision Medicine comprehensive molecular profiling AI/ML data systems genetic counseling,5,Yes,Unknown,Unknown,Center for Precision Medicine comprehensive molecular profiling AI/ML,Pending,,,,,,"AI/ML data systems",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,Roswell Park Comprehensive Cancer Center,Dr. Agnieszka Witkiewicz,Dr. Agnieszka Witkiewicz,Director,askroswell@roswellpark.org,,(716) 845-2300,,Buffalo,NY,USA,roswellpark.org,https://roswellpark.org,"Precision Medicine",OmniSeq genomic testing ROCQI AI/ML imaging KRAS targeted therapy research,4,Yes,Unknown,Unknown,OmniSeq genomic testing ROCQI AI/ML imaging KRAS targeted therapy,Pending,,,,,,"ROCQI AI/ML imaging",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,Barbara Ann Karmanos Cancer Institute,Dr. Jailan Elayoubi,Dr. Jailan Elayoubi,Director,info@karmanos.org,,(800) 527-6266,,Detroit,MI,USA,karmanos.org,https://karmanos.org,"Precision Medicine",Caris COE biomarker research breast cancer precision medicine tumor molecular profiling,4,Yes,Caris COE,Unknown,Caris COE biomarker research breast cancer precision medicine,Pending,,,,,,"Caris COE",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,University of Arizona Cancer Center,Dr. Dan Theodorescu,Dr. Dan Theodorescu,Director,Contact via form at cancercenter.arizona.edu,,(520) 626-7925,,Tucson,AZ,USA,cancercenter.arizona.edu,https://cancercenter.arizona.edu,"Precision Medicine",Caris POA member MT-POP AI platform COXEN algorithm Banner-UMC Tucson partnership,4,Yes,Caris POA,Unknown,Caris POA MT-POP AI platform COXEN algorithm,Pending,,,,,,"MT-POP AI platform",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Lurie Cancer Center (Northwestern),Leadership team,Leadership team,Leadership,cancer@northwestern.edu,,(312) 695-0990,,Chicago,IL,USA,cancer.northwestern.edu,https://cancer.northwestern.edu,"Comprehensive Cancer",NCI comprehensive OncoSET Precision Medicine Program 300+ clinical trials stem cell transplant leader,4,Yes,Unknown,Unknown,NCI comprehensive OncoSET Precision Medicine Program 300+ clinical trials,Pending,,,,,,"300+ clinical trials",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,University of Colorado Cancer Center,Leadership team,Leadership team,Leadership,Contact via form at cuanschutz.edu,,(720) 848-0300,,Aurora,CO,USA,cuanschutz.edu,https://cuanschutz.edu/cancer,"Precision Oncology",CMOCO molecular diagnostics lab NGS testing precision diagnostics liquid biopsies,4,Yes,Unknown,Unknown,CMOCO molecular diagnostics lab NGS testing precision diagnostics,Pending,,,,,,"CMOCO molecular diagnostics lab",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,VCU Massey Comprehensive Cancer Center,Dr. Robert A. Winn,Dr. Robert A. Winn,Director,teammassey@vcu.edu,,(804) 828-0450,,Richmond,VA,USA,masseycancercenter.org,https://masseycancercenter.org,"Comprehensive Cancer",NCI comprehensive Dr. Charles Clevenger (Precision Oncology AD) Caris POA DNA sequencing,4,Yes,Caris POA,Unknown,NCI comprehensive Caris POA DNA sequencing,Pending,,,,,,"Caris POA",Complete,2026-01-01
Academic/Precision Medicine,Tier 2,MUSC Hollings Cancer Center,Dr. Thai Ho,Dr. Thai Ho,Director,Contact via form at hollingscancercenter.musc.edu,,(843) 792-9300,,Charleston,SC,USA,hollingscancercenter.musc.edu,https://hollingscancercenter.musc.edu,"Precision Medicine",NCI designated Precision Oncology Tumor Board Caris POA AI-driven treatment matching,4,Yes,Caris POA,Unknown,NCI designated Precision Oncology Tumor Board Caris POA AI-driven treatment matching,Pending,,,,,,"Caris POA AI-driven treatment matching",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 2,Case Comprehensive Cancer Center (UH Seidman),Leadership team,Leadership team,Leadership,Contact via form at case.edu/cancer,,(216) 844-8797,,Cleveland,OH,USA,case.edu,https://case.edu/cancer,"Comprehensive Cancer",NCI comprehensive Caris POA AI/oncologic data immune-oncology focus,4,Yes,Caris POA,Unknown,NCI comprehensive Caris POA AI/oncologic data immune-oncology,Pending,,,,,,"Caris POA",Needs Email,2026-01-01
